2024-03-28 00:00:02.172	('PICK')	('END',6472)
2024-03-28 00:00:02.174	('SCHEDULING')	('BEGIN',0)
2024-03-28 00:00:02.180	('SCHEDULING')	('END',6)
2024-03-28 00:00:02.182	('PLACE')	('BEGIN',0)
2024-03-28 00:00:10.184	('PLACE')	('END',8002)
2024-03-28 00:00:10.186	('SCHEDULING')	('BEGIN',0)
2024-03-28 00:00:10.193	('SCHEDULING')	('END',7)
2024-03-28 00:00:10.195	('PICK')	('BEGIN',0)
2024-03-28 00:00:17.194	('PICK')	('END',6998)
2024-03-28 00:00:17.196	('SCHEDULING')	('BEGIN',0)
2024-03-28 00:00:17.202	('SCHEDULING')	('END',6)
2024-03-28 00:00:17.204	('PLACE')	('BEGIN',0)
2024-03-28 00:00:24.727	('PLACE')	('END',7523)
2024-03-28 00:00:24.729	('SCHEDULING')	('BEGIN',0)
2024-03-28 00:00:24.735	('SCHEDULING')	('END',6)
2024-03-28 00:00:24.738	('PICK')	('BEGIN',0)
2024-03-28 00:00:31.211	('PICK')	('END',6473)
2024-03-28 00:00:31.213	('SCHEDULING')	('BEGIN',0)
2024-03-28 00:00:31.219	('SCHEDULING')	('END',6)
2024-03-28 00:00:31.221	('PLACE')	('BEGIN',0)
2024-03-28 00:00:39.213	('PLACE')	('END',7991)
2024-03-28 00:00:39.215	('SCHEDULING')	('BEGIN',0)
2024-03-28 00:00:39.221	('SCHEDULING')	('END',6)
2024-03-28 00:00:39.223	('PICK')	('BEGIN',0)
2024-03-28 00:00:46.004	('PICK')	('END',6781)
2024-03-28 00:00:46.006	('SCHEDULING')	('BEGIN',0)
2024-03-28 00:00:46.012	('SCHEDULING')	('END',6)
2024-03-28 00:00:46.014	('PLACE')	('BEGIN',0)
2024-03-28 00:00:53.534	('PLACE')	('END',7519)
2024-03-28 00:00:53.536	('SCHEDULING')	('BEGIN',0)
2024-03-28 00:00:53.543	('SCHEDULING')	('END',7)
2024-03-28 00:00:53.545	('PICK')	('BEGIN',0)
2024-03-28 00:01:00.011	('PICK')	('END',6465)
2024-03-28 00:01:00.013	('SCHEDULING')	('BEGIN',0)
2024-03-28 00:01:00.021	('SCHEDULING')	('END',8)
2024-03-28 00:01:00.023	('PLACE')	('BEGIN',0)
2024-03-28 00:01:08.010	('PLACE')	('END',7986)
2024-03-28 00:01:08.012	('SCHEDULING')	('BEGIN',0)
2024-03-28 00:01:08.018	('SCHEDULING')	('END',6)
2024-03-28 00:01:08.020	('PICK')	('BEGIN',0)
2024-03-28 00:01:15.045	('PICK')	('END',7025)
2024-03-28 00:01:15.047	('SCHEDULING')	('BEGIN',0)
2024-03-28 00:01:15.054	('SCHEDULING')	('END',7)
2024-03-28 00:01:15.056	('PLACE')	('BEGIN',0)
2024-03-28 00:01:22.584	('PLACE')	('END',7527)
2024-03-28 00:01:22.586	('SCHEDULING')	('BEGIN',0)
2024-03-28 00:01:22.592	('SCHEDULING')	('END',6)
2024-03-28 00:01:22.594	('PICK')	('BEGIN',0)
2024-03-28 00:01:29.062	('PICK')	('END',6468)
2024-03-28 00:01:29.064	('SCHEDULING')	('BEGIN',0)
2024-03-28 00:01:29.070	('SCHEDULING')	('END',6)
2024-03-28 00:01:29.072	('PLACE')	('BEGIN',0)
2024-03-28 00:01:37.068	('PLACE')	('END',7995)
2024-03-28 00:01:37.070	('SCHEDULING')	('BEGIN',0)
2024-03-28 00:01:37.076	('SCHEDULING')	('END',6)
2024-03-28 00:01:37.078	('PICK')	('BEGIN',0)
2024-03-28 00:01:43.832	('PICK')	('END',6754)
2024-03-28 00:01:43.834	('SCHEDULING')	('BEGIN',0)
2024-03-28 00:01:43.840	('SCHEDULING')	('END',6)
2024-03-28 00:01:43.842	('PLACE')	('BEGIN',0)
2024-03-28 00:01:51.360	('PLACE')	('END',7517)
2024-03-28 00:01:51.363	('SCHEDULING')	('BEGIN',0)
2024-03-28 00:01:51.369	('SCHEDULING')	('END',5)
2024-03-28 00:01:51.371	('PICK')	('BEGIN',0)
2024-03-28 00:01:57.832	('PICK')	('END',6461)
2024-03-28 00:01:57.834	('SCHEDULING')	('BEGIN',0)
2024-03-28 00:01:57.840	('SCHEDULING')	('END',6)
2024-03-28 00:01:57.842	('PLACE')	('BEGIN',0)
2024-03-28 00:02:05.831	('PLACE')	('END',7988)
