2024-04-15 21:12:15.541	('SCHEDULING')	('BEGIN',0)
2024-04-15 21:12:28.999	('SCHEDULING')	('END',13458)
2024-04-15 21:12:29.001	('PICK')	('BEGIN',0)
2024-04-15 21:12:33.599	('PICK')	('END',4597)
2024-04-15 21:12:33.601	('SCHEDULING')	('BEGIN',0)
2024-04-15 21:12:33.614	('SCHEDULING')	('END',13)
2024-04-15 21:12:33.616	('PLACE')	('BEGIN',0)
2024-04-15 21:12:33.638	('PLACE')	('END',22)
2024-04-15 21:16:26.888	('SCHEDULING')	('BEGIN',0)
2024-04-15 21:16:40.359	('SCHEDULING')	('END',13471)
2024-04-15 21:16:40.361	('PICK')	('BEGIN',0)
2024-04-15 21:16:44.946	('PICK')	('END',4584)
2024-04-15 21:16:44.948	('SCHEDULING')	('BEGIN',0)
2024-04-15 21:16:44.959	('SCHEDULING')	('END',11)
2024-04-15 21:16:44.961	('PLACE')	('BEGIN',0)
2024-04-15 21:16:48.425	('PLACE')	('END',3464)
2024-04-15 21:16:48.428	('SCHEDULING')	('BEGIN',0)
2024-04-15 21:16:48.434	('SCHEDULING')	('END',6)
2024-04-15 21:16:48.436	('PICK')	('BEGIN',0)
2024-04-15 21:16:51.427	('PICK')	('END',2991)
2024-04-15 21:16:51.429	('SCHEDULING')	('BEGIN',0)
2024-04-15 21:16:51.435	('SCHEDULING')	('END',6)
2024-04-15 21:16:51.437	('PLACE')	('BEGIN',0)
2024-04-15 21:16:54.884	('PLACE')	('END',3446)
2024-04-15 21:16:54.886	('SCHEDULING')	('BEGIN',0)
2024-04-15 21:16:54.892	('SCHEDULING')	('END',6)
2024-04-15 21:16:54.894	('PICK')	('BEGIN',0)
2024-04-15 21:16:57.886	('PICK')	('END',2992)
2024-04-15 21:16:57.888	('SCHEDULING')	('BEGIN',0)
2024-04-15 21:16:57.894	('SCHEDULING')	('END',6)
2024-04-15 21:16:57.896	('PLACE')	('BEGIN',0)
2024-04-15 21:17:01.348	('PLACE')	('END',3451)
2024-04-15 21:17:01.352	('SCHEDULING')	('BEGIN',0)
2024-04-15 21:17:01.358	('SCHEDULING')	('END',6)
2024-04-15 21:17:01.360	('PICK')	('BEGIN',0)
2024-04-15 21:17:04.352	('PICK')	('END',2992)
2024-04-15 21:17:04.354	('SCHEDULING')	('BEGIN',0)
2024-04-15 21:17:04.361	('SCHEDULING')	('END',7)
2024-04-15 21:17:04.363	('PLACE')	('BEGIN',0)
2024-04-15 21:17:07.689	('PLACE')	('END',3326)
2024-04-15 21:17:07.691	('SCHEDULING')	('BEGIN',0)
2024-04-15 21:17:07.697	('SCHEDULING')	('END',6)
2024-04-15 21:17:07.699	('PICK')	('BEGIN',0)
2024-04-15 21:17:10.691	('PICK')	('END',2992)
2024-04-15 21:17:10.693	('SCHEDULING')	('BEGIN',0)
2024-04-15 21:17:10.699	('SCHEDULING')	('END',6)
2024-04-15 21:17:10.701	('PLACE')	('BEGIN',0)
2024-04-15 21:17:14.146	('PLACE')	('END',3444)
2024-04-15 21:17:14.148	('SCHEDULING')	('BEGIN',0)
2024-04-15 21:17:14.154	('SCHEDULING')	('END',6)
2024-04-15 21:17:14.156	('PICK')	('BEGIN',0)
2024-04-15 21:17:17.147	('PICK')	('END',2991)
2024-04-15 21:17:17.149	('SCHEDULING')	('BEGIN',0)
2024-04-15 21:17:17.156	('SCHEDULING')	('END',7)
2024-04-15 21:17:17.158	('PLACE')	('BEGIN',0)
2024-04-15 21:17:20.484	('PLACE')	('END',3326)
2024-04-15 21:17:20.486	('SCHEDULING')	('BEGIN',0)
2024-04-15 21:17:20.492	('SCHEDULING')	('END',6)
2024-04-15 21:17:20.494	('PICK')	('BEGIN',0)
2024-04-15 21:17:24.249	('PICK')	('END',3755)
2024-04-15 21:17:24.251	('SCHEDULING')	('BEGIN',0)
2024-04-15 21:17:24.257	('SCHEDULING')	('END',6)
2024-04-15 21:17:24.259	('PLACE')	('BEGIN',0)
2024-04-15 21:17:27.250	('PLACE')	('END',2991)
2024-04-15 21:17:27.252	('SCHEDULING')	('BEGIN',0)
2024-04-15 21:17:27.259	('SCHEDULING')	('END',7)
2024-04-15 21:17:27.261	('PICK')	('BEGIN',0)
2024-04-15 21:17:28.855	('PICK')	('END',1594)
2024-04-15 21:17:28.857	('SCHEDULING')	('BEGIN',0)
2024-04-15 21:17:28.863	('SCHEDULING')	('END',6)
2024-04-15 21:17:28.865	('PLACE')	('BEGIN',0)
2024-04-15 21:17:32.185	('PLACE')	('END',3320)
2024-04-15 21:17:32.187	('SCHEDULING')	('BEGIN',0)
2024-04-15 21:17:32.193	('SCHEDULING')	('END',6)
2024-04-15 21:17:32.195	('PICK')	('BEGIN',0)
2024-04-15 21:17:36.650	('PICK')	('END',4455)
2024-04-15 21:17:36.652	('SCHEDULING')	('BEGIN',0)
2024-04-15 21:17:36.658	('SCHEDULING')	('END',6)
2024-04-15 21:17:36.660	('PLACE')	('BEGIN',0)
2024-04-15 21:17:39.652	('PLACE')	('END',2992)
